locus_tag	ftype	length_bp	gene	EC_number	COG	product
LMIBBFGC_00369	CDS	1278	coaBC	6.3.2.5		Coenzyme A biosynthesis bifunctional protein CoaBC
LMIBBFGC_00370	CDS	597				hypothetical protein
LMIBBFGC_00371	CDS	660	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
LMIBBFGC_00372	CDS	810	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
LMIBBFGC_00373	CDS	594	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
LMIBBFGC_00374	CDS	3015	hsdR_1	3.1.21.3		Type I restriction enzyme EcoR124II R protein
LMIBBFGC_00375	CDS	576				hypothetical protein
LMIBBFGC_00376	CDS	654				hypothetical protein
LMIBBFGC_00377	CDS	1578	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
LMIBBFGC_00378	CDS	984	haeIIIM	2.1.1.37		Modification methylase HaeIII
LMIBBFGC_00379	CDS	954				hypothetical protein
LMIBBFGC_00380	CDS	687				hypothetical protein
LMIBBFGC_00381	CDS	933				hypothetical protein
LMIBBFGC_00382	CDS	327	ybiT_1		COG0488	putative ABC transporter ATP-binding protein YbiT
LMIBBFGC_00383	CDS	1311	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
LMIBBFGC_00384	CDS	579	guaC_1	1.7.1.7	COG0516	GMP reductase
LMIBBFGC_00385	CDS	300	guaC_2	1.7.1.7	COG0516	GMP reductase
LMIBBFGC_00386	CDS	579	gmhA1	5.3.1.28	COG0279	Phosphoheptose isomerase 1
LMIBBFGC_00387	CDS	1380	hldE		COG2870	Bifunctional protein HldE
LMIBBFGC_00388	CDS	993	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
LMIBBFGC_00389	CDS	525	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
LMIBBFGC_00390	CDS	738				hypothetical protein
LMIBBFGC_00391	CDS	666	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
LMIBBFGC_00392	CDS	1659	pgbB			Plasminogen-binding protein PgbB
LMIBBFGC_00393	CDS	657				hypothetical protein
LMIBBFGC_00394	CDS	438	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
LMIBBFGC_00395	CDS	495	greA		COG0782	Transcription elongation factor GreA
LMIBBFGC_00396	CDS	324	lpxB_1	2.4.1.182		Lipid-A-disaccharide synthase
LMIBBFGC_00397	CDS	738	lpxB_2	2.4.1.182		Lipid-A-disaccharide synthase
LMIBBFGC_00398	CDS	462				hypothetical protein
LMIBBFGC_00399	CDS	354	hypA		COG0375	Hydrogenase/urease maturation factor HypA
LMIBBFGC_00400	CDS	630	flgE_1		COG1749	Flagellar hook protein FlgE
LMIBBFGC_00401	CDS	1566	flgE_2		COG1749	Flagellar hook protein FlgE
LMIBBFGC_00402	CDS	243	cdh_1	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
LMIBBFGC_00403	CDS	438	cdh_2	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
LMIBBFGC_00404	CDS	330				hypothetical protein
LMIBBFGC_00405	CDS	216				hypothetical protein
LMIBBFGC_00406	CDS	876				hypothetical protein
LMIBBFGC_00407	CDS	1518	katA	1.11.1.6	COG0753	Catalase
LMIBBFGC_00408	CDS	2376	btuB_1			Vitamin B12 transporter BtuB
LMIBBFGC_00409	CDS	483	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
LMIBBFGC_00410	CDS	726				hypothetical protein
LMIBBFGC_00411	CDS	111				hypothetical protein
LMIBBFGC_00412	CDS	501				hypothetical protein
LMIBBFGC_00413	CDS	2031				hypothetical protein
LMIBBFGC_00414	CDS	552	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
LMIBBFGC_00415	CDS	1662				hypothetical protein
LMIBBFGC_00416	CDS	1461	murJ		COG0728	Lipid II flippase MurJ
LMIBBFGC_00417	CDS	1398	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
LMIBBFGC_00418	CDS	3966	vacA_1			Vacuolating cytotoxin autotransporter
LMIBBFGC_00419	CDS	768			COG1120	putative ABC transporter ATP-binding protein
LMIBBFGC_00420	CDS	981	hmuU		COG0609	Hemin transport system permease protein HmuU
LMIBBFGC_00421	CDS	849				hypothetical protein
LMIBBFGC_00422	CDS	525				hypothetical protein
LMIBBFGC_00423	CDS	264				hypothetical protein
LMIBBFGC_00424	CDS	378				hypothetical protein
LMIBBFGC_00425	CDS	1278				hypothetical protein
LMIBBFGC_00426	CDS	921				hypothetical protein
LMIBBFGC_00427	tRNA	77				tRNA-Met(cat)
LMIBBFGC_00428	tRNA	75				tRNA-Gln(ttg)
LMIBBFGC_00429	CDS	522				hypothetical protein
LMIBBFGC_00430	CDS	1113	hypD		COG0409	Hydrogenase maturation factor HypD
LMIBBFGC_00431	CDS	237	hypC		COG0298	Hydrogenase maturation factor HypC
LMIBBFGC_00432	CDS	729	hypB		COG0378	Hydrogenase/urease maturation factor HypB
LMIBBFGC_00433	CDS	105				hypothetical protein
LMIBBFGC_00434	CDS	300				hypothetical protein
LMIBBFGC_00435	CDS	1206	ackA	2.7.2.1	COG0282	Acetate kinase
LMIBBFGC_00436	CDS	1578				hypothetical protein
LMIBBFGC_00437	CDS	291				hypothetical protein
LMIBBFGC_00438	CDS	597				hypothetical protein
LMIBBFGC_00439	CDS	732				hypothetical protein
LMIBBFGC_00440	CDS	969				hypothetical protein
LMIBBFGC_00441	CDS	1818				hypothetical protein
LMIBBFGC_00442	CDS	636				hypothetical protein
LMIBBFGC_00443	CDS	1134				hypothetical protein
LMIBBFGC_00444	CDS	2031	uvrD	3.6.4.12	COG0210	DNA helicase II
LMIBBFGC_00445	CDS	1548				hypothetical protein
LMIBBFGC_00446	CDS	1542				hypothetical protein
LMIBBFGC_00447	CDS	1104				hypothetical protein
LMIBBFGC_00448	CDS	462				hypothetical protein
LMIBBFGC_00449	CDS	1971				hypothetical protein
LMIBBFGC_00450	CDS	495				hypothetical protein
LMIBBFGC_00451	CDS	432				hypothetical protein
LMIBBFGC_00452	CDS	3258	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
LMIBBFGC_00453	CDS	693				hypothetical protein
LMIBBFGC_00454	CDS	996	gap1	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 1
LMIBBFGC_00455	CDS	7128				hypothetical protein
LMIBBFGC_00456	CDS	1107				hypothetical protein
LMIBBFGC_00457	CDS	207		5.3.2.-	COG1942	putative tautomerase
LMIBBFGC_00458	CDS	135				hypothetical protein
LMIBBFGC_00459	CDS	321	recR		COG0353	Recombination protein RecR
LMIBBFGC_00460	CDS	1146	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
LMIBBFGC_00461	CDS	933	htpX_1	3.4.24.-		Protease HtpX
LMIBBFGC_00462	CDS	543	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
LMIBBFGC_00463	CDS	912		2.5.1.10		Farnesyl diphosphate synthase
LMIBBFGC_00464	CDS	804	surE	3.1.3.5	COG0496	5'-nucleotidase SurE
LMIBBFGC_00465	CDS	660				hypothetical protein
LMIBBFGC_00466	CDS	618				hypothetical protein
LMIBBFGC_00467	CDS	756	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
LMIBBFGC_00468	CDS	558				hypothetical protein
LMIBBFGC_00469	CDS	2070				hypothetical protein
LMIBBFGC_00470	CDS	111				hypothetical protein
LMIBBFGC_00471	CDS	261				hypothetical protein
LMIBBFGC_00472	CDS	696				hypothetical protein
LMIBBFGC_00473	CDS	1254				hypothetical protein
LMIBBFGC_00474	CDS	354				hypothetical protein
LMIBBFGC_00475	CDS	714	tcyB		COG0765	L-cystine transport system permease protein TcyB
LMIBBFGC_00476	CDS	774			COG0834	putative amino-acid ABC transporter-binding protein
LMIBBFGC_00477	CDS	1134	alr1	5.1.1.1	COG0787	Alanine racemase 1
LMIBBFGC_00478	CDS	1353	alsT		COG1115	Amino-acid carrier protein AlsT
LMIBBFGC_00479	CDS	1233	dadA	1.4.5.1	COG0665	D-amino acid dehydrogenase
LMIBBFGC_00480	CDS	378			COG0251	RutC family protein
LMIBBFGC_00481	tRNA	75				tRNA-Gly(gcc)
LMIBBFGC_00482	CDS	300				hypothetical protein
LMIBBFGC_00483	tRNA	87				tRNA-Leu(taa)
LMIBBFGC_00484	tRNA	75				tRNA-Cys(gca)
LMIBBFGC_00485	tRNA	88				tRNA-Ser(tga)
LMIBBFGC_00486	CDS	1212				hypothetical protein
LMIBBFGC_00487	CDS	306				hypothetical protein
LMIBBFGC_00488	CDS	360				hypothetical protein
LMIBBFGC_00489	CDS	1014				hypothetical protein
LMIBBFGC_00490	CDS	453	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
LMIBBFGC_00491	CDS	870	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
LMIBBFGC_00492	CDS	615				hypothetical protein
LMIBBFGC_00493	CDS	657	cinA			Putative competence-damage inducible protein
LMIBBFGC_00494	CDS	567				hypothetical protein
LMIBBFGC_00495	CDS	633	rdxA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
LMIBBFGC_00496	CDS	843	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
LMIBBFGC_00497	CDS	729				hypothetical protein
LMIBBFGC_00498	CDS	1182	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
LMIBBFGC_00499	CDS	765				hypothetical protein
LMIBBFGC_00500	CDS	732		3.5.4.16	COG0327	GTP cyclohydrolase 1 type 2
LMIBBFGC_00501	CDS	897	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
LMIBBFGC_00502	CDS	585	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
LMIBBFGC_00503	CDS	210				hypothetical protein
LMIBBFGC_00504	CDS	264				hypothetical protein
LMIBBFGC_00505	CDS	1317				hypothetical protein
LMIBBFGC_00506	CDS	1215				hypothetical protein
LMIBBFGC_00507	CDS	288	vapD	3.1.-.-	COG3309	Endoribonuclease VapD
LMIBBFGC_00508	CDS	282				hypothetical protein
LMIBBFGC_00509	CDS	3060	czcA			Cobalt-zinc-cadmium resistance protein CzcA
LMIBBFGC_00510	CDS	1080				hypothetical protein
LMIBBFGC_00511	CDS	1272				hypothetical protein
LMIBBFGC_00512	CDS	2103	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
LMIBBFGC_00513	CDS	927				hypothetical protein
LMIBBFGC_00514	CDS	972	gpmI_1	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
LMIBBFGC_00515	CDS	483	gpmI_2	5.4.2.12		2,3-bisphosphoglycerate-independent phosphoglycerate mutase
LMIBBFGC_00516	CDS	282	GATC	6.3.5.-		Glutamyl-tRNA(Gln) amidotransferase subunit C, chloroplastic/mitochondrial
LMIBBFGC_00517	CDS	1311	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
LMIBBFGC_00518	CDS	1464				hypothetical protein
LMIBBFGC_00519	CDS	1482	ftsA		COG0849	Cell division protein FtsA
LMIBBFGC_00520	CDS	1158	ftsZ		COG0206	Cell division protein FtsZ
LMIBBFGC_00521	CDS	162				hypothetical protein
LMIBBFGC_00522	CDS	825	mscS			Small-conductance mechanosensitive channel
LMIBBFGC_00523	CDS	201				hypothetical protein
LMIBBFGC_00524	CDS	243	xseA_1	3.1.11.6		Exodeoxyribonuclease 7 large subunit
LMIBBFGC_00525	CDS	423				hypothetical protein
LMIBBFGC_00526	rRNA	2884				23S ribosomal RNA
LMIBBFGC_00527	CDS	1734				hypothetical protein
LMIBBFGC_00528	CDS	1185				hypothetical protein
LMIBBFGC_00529	CDS	1323				hypothetical protein
LMIBBFGC_00530	CDS	510				hypothetical protein
LMIBBFGC_00531	CDS	96				hypothetical protein
LMIBBFGC_00532	CDS	900				hypothetical protein
LMIBBFGC_00533	CDS	1848	speA	4.1.1.19		Biosynthetic arginine decarboxylase
LMIBBFGC_00534	CDS	1170	mgtA	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
LMIBBFGC_00535	CDS	429				hypothetical protein
LMIBBFGC_00536	CDS	786	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
LMIBBFGC_00537	CDS	1008				hypothetical protein
LMIBBFGC_00538	CDS	561				hypothetical protein
LMIBBFGC_00539	CDS	1413	metG	6.1.1.10	COG0143	Methionine--tRNA ligase
LMIBBFGC_00540	CDS	1170	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
LMIBBFGC_00541	CDS	1884				hypothetical protein
LMIBBFGC_00542	tRNA	77				tRNA-Arg(tct)
LMIBBFGC_00543	tRNA	77				tRNA-Arg(tcg)
LMIBBFGC_00544	tRNA	77				tRNA-His(gtg)
LMIBBFGC_00545	tRNA	78				tRNA-Pro(tgg)
LMIBBFGC_00546	CDS	663				hypothetical protein
LMIBBFGC_00547	CDS	1527	guaA	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
LMIBBFGC_00548	CDS	489				hypothetical protein
LMIBBFGC_00549	CDS	465	torA	1.7.2.3	COG0243	Trimethylamine-N-oxide reductase 1
LMIBBFGC_00550	CDS	372	dorA_1	1.7.2.3	COG0243	Dimethyl sulfoxide/trimethylamine N-oxide reductase
LMIBBFGC_00551	CDS	354				hypothetical protein
LMIBBFGC_00552	CDS	99				hypothetical protein
LMIBBFGC_00553	CDS	324	dorA_2	1.7.2.3	COG0243	Dimethyl sulfoxide/trimethylamine N-oxide reductase
LMIBBFGC_00554	CDS	654	dorA_3	1.7.2.3	COG0243	Dimethyl sulfoxide/trimethylamine N-oxide reductase
LMIBBFGC_00555	CDS	591				hypothetical protein
LMIBBFGC_00556	CDS	936	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
LMIBBFGC_00557	CDS	378				hypothetical protein
LMIBBFGC_00558	CDS	315			COG0537	putative HIT-like protein
LMIBBFGC_00559	CDS	987	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
LMIBBFGC_00560	CDS	2295	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
LMIBBFGC_00561	CDS	348	aroA1_1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
LMIBBFGC_00562	CDS	957	aroA1_2	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase 1
LMIBBFGC_00563	CDS	825	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
LMIBBFGC_00564	CDS	1659	rpsA		COG0539	30S ribosomal protein S1
LMIBBFGC_00565	CDS	540				hypothetical protein
LMIBBFGC_00566	CDS	684		1.1.1.81	COG0111	Hydroxypyruvate reductase
LMIBBFGC_00567	CDS	894	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
LMIBBFGC_00568	CDS	996	ubiD_1	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
LMIBBFGC_00569	CDS	846	ubiD_2	4.1.1.98		3-octaprenyl-4-hydroxybenzoate carboxy-lyase
LMIBBFGC_00570	CDS	669			COG0325	Pyridoxal phosphate homeostasis protein
LMIBBFGC_00571	CDS	759	lpxH	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
LMIBBFGC_00572	CDS	936	cheV_2		COG0784	Chemotaxis protein CheV
LMIBBFGC_00573	CDS	2421	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
LMIBBFGC_00574	CDS	498	cheW		COG0835	Chemotaxis protein CheW
LMIBBFGC_00575	CDS	501	tpx	1.11.1.15	COG2077	Thiol peroxidase
LMIBBFGC_00576	CDS	642	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
LMIBBFGC_00577	CDS	456	cmoA_1	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
LMIBBFGC_00578	CDS	312	cmoA_2	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
LMIBBFGC_00579	CDS	1860	priA	3.6.4.-		primosomal protein N'
LMIBBFGC_00580	CDS	237				hypothetical protein
LMIBBFGC_00581	CDS	228				hypothetical protein
LMIBBFGC_00582	CDS	747				hypothetical protein
LMIBBFGC_00583	CDS	522				hypothetical protein
LMIBBFGC_00584	CDS	1224	htpX_2	3.4.24.-		Protease HtpX
LMIBBFGC_00585	CDS	831	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
LMIBBFGC_00586	CDS	1347	gdh	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
LMIBBFGC_00587	CDS	1395	fucT_2	2.4.1.152		Alpha-(1,3)-fucosyltransferase FucT
LMIBBFGC_00588	CDS	324	ccsA_1			Cytochrome c biogenesis protein CcsA
LMIBBFGC_00589	CDS	2520	ccsA_2			Cytochrome c biogenesis protein CcsA
LMIBBFGC_00590	CDS	672				hypothetical protein
LMIBBFGC_00591	CDS	1008	hemH	4.99.1.1	COG0276	Ferrochelatase
LMIBBFGC_00592	CDS	432				hypothetical protein
LMIBBFGC_00593	CDS	681				hypothetical protein
LMIBBFGC_00594	CDS	2229				hypothetical protein
LMIBBFGC_00595	CDS	567	dcd	3.5.4.13	COG0717	dCTP deaminase
LMIBBFGC_00596	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
LMIBBFGC_00597	CDS	480	accC_1	6.3.4.14	COG0439	Biotin carboxylase
LMIBBFGC_00598	CDS	933	accC_2	6.3.4.14	COG0439	Biotin carboxylase
LMIBBFGC_00599	CDS	513				hypothetical protein
LMIBBFGC_00600	CDS	417				hypothetical protein
LMIBBFGC_00601	CDS	237				hypothetical protein
LMIBBFGC_00602	CDS	645				hypothetical protein
LMIBBFGC_00603	CDS	1128	pseC	2.6.1.92	COG0399	UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine transaminase
LMIBBFGC_00604	tRNA	85				tRNA-Leu(tag)
LMIBBFGC_00605	CDS	1026	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
LMIBBFGC_00606	CDS	630	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
LMIBBFGC_00607	CDS	1017				hypothetical protein
LMIBBFGC_00608	CDS	729	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
LMIBBFGC_00609	CDS	1035	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
LMIBBFGC_00610	tRNA	77				tRNA-Ile(gat)
LMIBBFGC_00611	tRNA	76				tRNA-Ala(tgc)
LMIBBFGC_00612	CDS	1536				hypothetical protein
LMIBBFGC_00613	CDS	675	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
LMIBBFGC_00614	CDS	771	hcpC_1	3.5.2.6	COG0790	Putative beta-lactamase HcpC
LMIBBFGC_00615	CDS	627	eda		COG0800	KHG/KDPG aldolase
LMIBBFGC_00616	CDS	1842	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
LMIBBFGC_00617	CDS	1278	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
LMIBBFGC_00618	CDS	684	nagB	3.5.99.6		Glucosamine-6-phosphate deaminase
LMIBBFGC_00619	CDS	1011	glk	2.7.1.2	COG0837	Glucokinase
LMIBBFGC_00620	CDS	954	adhA	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
LMIBBFGC_00621	CDS	1161				hypothetical protein
LMIBBFGC_00622	CDS	1197				hypothetical protein
LMIBBFGC_00623	CDS	1308				hypothetical protein
LMIBBFGC_00624	CDS	663				hypothetical protein
LMIBBFGC_00625	CDS	561	porC	1.2.7.1	COG1014	Pyruvate synthase subunit PorC
LMIBBFGC_00626	CDS	393	rsxB_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
LMIBBFGC_00627	CDS	1224	porA	1.2.7.1	COG0674	Pyruvate synthase subunit PorA
LMIBBFGC_00628	CDS	348				hypothetical protein
LMIBBFGC_00629	CDS	615	porB	1.2.7.1	COG1013	Pyruvate synthase subunit PorB
LMIBBFGC_00630	CDS	1323	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
LMIBBFGC_00631	CDS	834				hypothetical protein
LMIBBFGC_00632	CDS	1977	uvrB			UvrABC system protein B
LMIBBFGC_00633	CDS	771	esiB			Secretory immunoglobulin A-binding protein EsiB
LMIBBFGC_00634	CDS	1704	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
LMIBBFGC_00635	CDS	1821				hypothetical protein
LMIBBFGC_00636	CDS	435				hypothetical protein
LMIBBFGC_00637	CDS	960				IS1595 family transposase ISCco3
LMIBBFGC_00638	CDS	204				hypothetical protein
LMIBBFGC_00639	CDS	207				hypothetical protein
LMIBBFGC_00640	CDS	558	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
LMIBBFGC_00641	CDS	996	cpoB			Cell division coordinator CpoB
LMIBBFGC_00642	CDS	540	pal			Peptidoglycan-associated lipoprotein
LMIBBFGC_00643	CDS	846	tolB_1		COG0823	Tol-Pal system protein TolB
LMIBBFGC_00644	CDS	420	tolB_2			Tol-Pal system protein TolB
LMIBBFGC_00645	CDS	801				hypothetical protein
LMIBBFGC_00646	CDS	402	exbD_1		COG0848	Biopolymer transport protein ExbD
LMIBBFGC_00647	CDS	570	tolQ_1			Tol-Pal system protein TolQ
LMIBBFGC_00648	CDS	372	atpC		COG0355	ATP synthase epsilon chain
LMIBBFGC_00649	CDS	1401	atpD_1	7.1.2.2	COG0055	ATP synthase subunit beta
LMIBBFGC_00650	CDS	906	atpG		COG0224	ATP synthase gamma chain
LMIBBFGC_00651	CDS	1512	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
LMIBBFGC_00652	CDS	543	atpD_2			ATP synthase subunit delta
LMIBBFGC_00653	CDS	516	atpF_1			ATP synthase subunit b
LMIBBFGC_00654	CDS	435	atpF_2			ATP synthase subunit b
LMIBBFGC_00655	CDS	873	parB		COG1475	putative chromosome-partitioning protein ParB
LMIBBFGC_00656	CDS	795	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
LMIBBFGC_00657	CDS	639	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
LMIBBFGC_00658	CDS	912	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
LMIBBFGC_00659	CDS	2589				hypothetical protein
LMIBBFGC_00660	CDS	849				hypothetical protein
LMIBBFGC_00661	CDS	276				hypothetical protein
LMIBBFGC_00662	rRNA	1502				16S ribosomal RNA
LMIBBFGC_00663	CDS	267				hypothetical protein
LMIBBFGC_00664	CDS	399				hypothetical protein
LMIBBFGC_00665	CDS	357	rplS		COG0335	50S ribosomal protein L19
LMIBBFGC_00666	CDS	690	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
LMIBBFGC_00667	CDS	555	rimM			Ribosome maturation factor RimM
LMIBBFGC_00668	CDS	348				hypothetical protein
LMIBBFGC_00669	CDS	231	rpsP			30S ribosomal protein S16
LMIBBFGC_00670	CDS	936	ffh_1		COG0541	Signal recognition particle protein
LMIBBFGC_00671	CDS	396	ffh_2		COG0541	Signal recognition particle protein
LMIBBFGC_00672	CDS	2457	valS	6.1.1.9	COG0525	Valine--tRNA ligase
LMIBBFGC_00673	CDS	408	fliW1		COG1699	Flagellar assembly factor FliW 1
LMIBBFGC_00674	CDS	1062	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
LMIBBFGC_00675	CDS	2088				hypothetical protein
LMIBBFGC_00676	CDS	3699				hypothetical protein
LMIBBFGC_00677	CDS	795	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
LMIBBFGC_00678	CDS	513		2.7.7.-	COG2184	Protein adenylyltransferase NmFic
LMIBBFGC_00679	CDS	423	ybeY	3.1.-.-		Endoribonuclease YbeY
LMIBBFGC_00680	CDS	495	fldA		COG0716	Flavodoxin
LMIBBFGC_00681	CDS	582				hypothetical protein
LMIBBFGC_00682	CDS	192				hypothetical protein
LMIBBFGC_00683	CDS	975		1.18.1.2	COG0492	Ferredoxin--NADP reductase
LMIBBFGC_00684	CDS	1050				hypothetical protein
LMIBBFGC_00685	CDS	1638	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
LMIBBFGC_00686	CDS	1416				hypothetical protein
LMIBBFGC_00687	CDS	1794		3.1.21.4		Type IIS restriction enzyme Eco57I
LMIBBFGC_00688	CDS	735				hypothetical protein
LMIBBFGC_00689	CDS	1734	cstA_1		COG1966	Peptide transporter CstA
LMIBBFGC_00690	CDS	306	cstA_2		COG1966	Peptide transporter CstA
LMIBBFGC_00691	CDS	654	glnP_1		COG0765	Glutamine transport system permease protein GlnP
LMIBBFGC_00692	CDS	672	glnP_2		COG0765	Glutamine transport system permease protein GlnP
LMIBBFGC_00693	CDS	465	glnQ			Glutamine transport ATP-binding protein GlnQ
LMIBBFGC_00694	CDS	267	artM		COG1126	Arginine transport ATP-binding protein ArtM
LMIBBFGC_00695	CDS	834	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
LMIBBFGC_00696	CDS	552				hypothetical protein
LMIBBFGC_00697	CDS	1224	fucP		COG0738	L-fucose-proton symporter
LMIBBFGC_00698	CDS	1308	adeQ		COG2252	Adenine permease AdeQ
LMIBBFGC_00699	CDS	1896				hypothetical protein
LMIBBFGC_00700	CDS	1299				hypothetical protein
LMIBBFGC_00701	CDS	525				hypothetical protein
LMIBBFGC_00702	CDS	705	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
LMIBBFGC_00703	CDS	1266	deoB	5.4.2.7	COG1015	Phosphopentomutase
LMIBBFGC_00704	CDS	1257	nupX		COG1972	Putative nucleoside permease NupX
LMIBBFGC_00705	tRNA	78				tRNA-Met(cat)
LMIBBFGC_00706	CDS	1332	yfcJ			putative MFS-type transporter YfcJ
LMIBBFGC_00707	CDS	762	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
LMIBBFGC_00708	CDS	1152				hypothetical protein
LMIBBFGC_00709	CDS	1182				hypothetical protein
LMIBBFGC_00710	CDS	261				hypothetical protein
LMIBBFGC_00711	CDS	1176	sotB			Sugar efflux transporter B
LMIBBFGC_00712	CDS	624	cah	4.2.1.1	COG3338	Carbonic anhydrase
LMIBBFGC_00713	CDS	1287				hypothetical protein
LMIBBFGC_00714	CDS	807	asd_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
LMIBBFGC_00715	CDS	168	asd_2	1.2.1.11		Aspartate-semialdehyde dehydrogenase
LMIBBFGC_00716	CDS	1329	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
LMIBBFGC_00717	CDS	135				hypothetical protein
LMIBBFGC_00718	CDS	669	rfaF	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
LMIBBFGC_00719	CDS	219				hypothetical protein
LMIBBFGC_00720	CDS	132				hypothetical protein
LMIBBFGC_00721	CDS	2079	fusA		COG0480	Elongation factor G
LMIBBFGC_00722	CDS	468	rpsG		COG0049	30S ribosomal protein S7
LMIBBFGC_00723	CDS	393	rpsL		COG0048	30S ribosomal protein S12
